Query,Rank,Term,Pinyin Match,In Notes,Unigram Count,Hamming,Is Substring,Is Relevant
端居而逝,4,二十乐 犯错的人乐在忏悔 安份的人乐在其中 中奖的人乐不可支 喜舍的人乐善好施 热心的人乐于公益 随缘的人乐天知命 自在的人乐山爱水 旅行的人乐不思蜀 精进的人乐而不荒 淡泊的人乐业安居 逍遥的人乐以忘忧 研究的人乐此不疲 知足的人乐贫安逸 慈悲的人乐善好义 蜜月的人乐爱相待 无我的人乐于分享 庄重的人乐而不邪 丰收的人乐见成果 兴奋的人乐而能定 修道的人乐道安贫,0,0,2,183,0,0
端居而逝,5,佛说菩萨逝经,0,0,1,6,0,0
端居而逝,6,抵足而卧,0,0,1,3,0,0
端居而逝,7,因人而异,0,0,1,3,0,0
端居而逝,8,單端孢霉烯類毒素中毒症,0,0,1,11,0,0
端居而逝,9,高端,0,0,1,4,0,0
端居而逝,10,勉力而为,0,0,1,3,0,0
葬於熊 耳山定林寺,1,如何认识佛光山 1.要看佛光山的内容，不要只看佛光山的外相 2.要看佛光山的大众，不要只看佛光山的个人 3.要看佛光山的制度，不要只看佛光山的个案 4.要看佛光山的历史，不要只看佛光山的一时,0,0,2,95,0,0
葬於熊 耳山定林寺,2,天寬地闊平淡裏 山明水秀有無中,0,0,2,15,0,0
葬於熊 耳山定林寺,3,鱼虾藏身于海洋 鸟兽栖息于山林 人类安住于家国 华人散居于地球,0,0,3,31,0,0
葬於熊 耳山定林寺,4,溪聲畢竟無古今 山色何曾有是非,0,0,2,15,0,0
葬於熊 耳山定林寺,5,定林下寺,0,0,2,9,0,0
葬於熊 耳山定林寺,6,十八罗汉; 1. 伏虎罗汉 2. 喜庆罗汉 3. 举钵罗汉 4. 托塔罗汉 5. 静坐罗汉 6. 过江罗汉 7. 骑象罗汉 8. 笑狮罗汉 9. 开心罗汉 10. 探手罗汉 11. 沉思罗汉 12. 挖耳罗汉 13. 布袋罗汉 14. 芭蕉罗汉 15. 长眉罗汉 16. 看门罗汉 17. 降龙罗汉 18. 乘鹿罗汉,0,0,2,158,0,0
葬於熊 耳山定林寺,7,山明水秀風光好 鳥語花香景色佳,0,0,2,15,0,0
葬於熊 耳山定林寺,8,見事推諉的人 必然不能成功 凡事承擔的人 定會成就事業,0,0,2,27,0,0
葬於熊 耳山定林寺,9,鱼以海洋为宅 鸟以山林为园 人以屋舍为家 僧以空无为居,0,0,3,27,0,0
葬於熊 耳山定林寺,10,肯定生命的價值 誠實評估自己 涵養清明的心境 勇於面對現實,0,0,3,29,0,0
葬於熊耳山定林寺,1,定林上寺,0,0,3,8,0,0
葬於熊耳山定林寺,2,馬耳山塔寺,0,0,3,8,0,0
葬於熊耳山定林寺,3,高雄觀音山大覺寺,0,0,2,6,0,0
葬於熊耳山定林寺,4,道林寺,0,0,2,8,0,0
葬於熊耳山定林寺,5,泉林寺,0,0,2,8,0,0
葬於熊耳山定林寺,6,寶林寺,0,0,2,8,0,0
葬於熊耳山定林寺,7,敏珠林寺,0,0,2,8,0,0
葬於熊耳山定林寺,8,无畏山寺,0,0,2,8,0,0
葬於熊耳山定林寺,9,万林寺,0,0,2,8,0,0
葬於熊耳山定林寺,10,蘇提普山舍利寺,0,0,2,8,0,0
後魏宋雲奉使,1,天開美景風雲靜 春到人間氣象新,0,0,1,15,0,0
後魏宋雲奉使,2,後鉤兒,0,0,1,5,0,0
後魏宋雲奉使,3,後段,0,0,1,5,0,0
後魏宋雲奉使,4,吉星明月歸天上 白雲清風在眼前,0,0,1,15,0,0
後魏宋雲奉使,5,後軍,0,0,1,5,0,0
後魏宋雲奉使,6,貫雲石,0,0,1,6,0,0
後魏宋雲奉使,7,後搖,0,0,1,5,0,0
後魏宋雲奉使,8,北使記,0,0,1,6,0,0
後魏宋雲奉使,9,赵宋,0,0,1,6,0,0
後魏宋雲奉使,10,酒後,0,0,1,6,0,0
於葱嶺遇師手携隻履而往,1,三隻手,0,0,2,11,0,0
於葱嶺遇師手携隻履而往,2,定於一尊,0,0,1,11,0,0
於葱嶺遇師手携隻履而往,3,出師,0,0,1,11,0,0
於葱嶺遇師手携隻履而往,4,刀斧手,0,0,1,11,0,0
於葱嶺遇師手携隻履而往,5,玩手腕,0,0,1,11,0,0
於葱嶺遇師手携隻履而往,6,手摺,0,0,1,11,0,0
於葱嶺遇師手携隻履而往,7,曼殊師利,0,0,1,11,0,0
於葱嶺遇師手携隻履而往,8,妖術師,0,0,1,11,0,0
於葱嶺遇師手携隻履而往,9,惡師友,0,0,1,11,0,0
於葱嶺遇師手携隻履而往,10,三人行，則必有我師,0,0,1,11,0,0
武帝追憶,1,哈里发帝国,0,0,1,5,0,0
武帝追憶,2,拜上帝會,0,0,1,4,0,0
武帝追憶,3,神武元聖孝皇帝,0,0,2,7,0,0
武帝追憶,4,齐武帝,0,0,2,4,0,0
武帝追憶,5,魏道武帝,0,0,2,4,0,0
武帝追憶,6,孝武帝,0,0,2,4,0,0
武帝追憶,7,汉平帝,0,0,1,4,0,0
武帝追憶,8,武清,0,0,1,3,0,0
武帝追憶,9,武穴,0,0,1,3,0,0
武帝追憶,10,武宣縣,0,0,1,3,0,0
自撰碑文云,1,法文,0,0,1,5,0,0
自撰碑文云,2,日文佛学班,0,0,1,5,0,0
自撰碑文云,3,文山壮族苗族自治州,0,0,2,9,0,0
自撰碑文云,4,宗教实践与释星云的早期文学创作,0,0,2,15,0,0
自撰碑文云,5,西班牙文,0,0,1,4,0,0
自撰碑文云,6,文錦渡,0,0,1,5,0,0
自撰碑文云,7,星云人文世界论坛创办会,0,0,2,10,0,0
自撰碑文云,8,云门文偃,0,0,2,5,0,0
自撰碑文云,9,星辰影裏那伽定 云水光中自在身,0,0,2,15,0,0
自撰碑文云,10,征文,0,0,1,5,0,0
嗟夫。見之不見。逢之不逢。遇之不遇。今之古之,1,不請之友,0,0,2,22,0,0
嗟夫。見之不見。逢之不逢。遇之不遇。今之古之,2,食存五觀; 1. 計功多少，量彼來處。 2. 忖己德行，全缺應供。3. 防心離過，不生瞋愛。 4. 正事良藥，為療形枯。5. 為成道業，應受此食。,0,0,2,73,0,0
嗟夫。見之不見。逢之不逢。遇之不遇。今之古之,3,深不見底,0,0,2,22,0,0
嗟夫。見之不見。逢之不逢。遇之不遇。今之古之,4,一孔之見,0,0,2,21,0,0
嗟夫。見之不見。逢之不逢。遇之不遇。今之古之,5,置之不問,0,0,2,22,0,0
嗟夫。見之不見。逢之不逢。遇之不遇。今之古之,6,能見心不相應染,0,0,2,22,0,0
嗟夫。見之不見。逢之不逢。遇之不遇。今之古之,7,不刊之论,0,0,2,22,0,0
嗟夫。見之不見。逢之不逢。遇之不遇。今之古之,8,不見經傳,0,0,2,22,0,0
嗟夫。見之不見。逢之不逢。遇之不遇。今之古之,9,井蛙之見,0,0,2,21,0,0
嗟夫。見之不見。逢之不逢。遇之不遇。今之古之,10,視而不見,0,0,2,21,0,0
怨 之恨之。復讚云。心有也。曠劫而滯凡夫。,1,心的功用 鬧時練心安靜自在 獨時慎心不可妄為 亂時定心集中精神 怒時忍心沒有差錯 傷時療心恢復健康 勞時專心工作易成 苦時轉心化苦為樂 錯時改心必能成功 迷時悟心回歸正道 妄時真心迷途知返 靜時養心禪修增上 坐時觀心能知得失 立時守心思前想後 行時小心安全第一 言時留心說話謹慎 學時省心容易成就 動時穩心不會冒失 做時用心易達目標 富時捨心推己及人 睡時放心身心安然,0,0,2,184,0,0
怨 之恨之。復讚云。心有也。曠劫而滯凡夫。,2,八苦; 1. 生苦 2. 老苦 3. 病苦 4. 死苦 5. 愛別離苦 6. 怨憎會苦 7. 求不得苦 8. 五陰熾盛苦,0,0,2,60,0,0
怨 之恨之。復讚云。心有也。曠劫而滯凡夫。,3,言说之巧(下) 心内的事少对人说 过去的事不必再说 紧急的事长话短说 重要的事谨慎的说 不懂的事了解再说 别人的事尽量不说 烦琐的事见面再说 准备的事不能漏说 商量的事当面好说 炫耀的事完成再说 快乐的事看场合说 公开的事无须您说 赞美的事应当常说 助人的事一定可说 利众的事公然来说 励志的事着书立说 有益的事到处宣说 应答的事有话当说 承诺的事不要空说 明天的事明日再说,0,0,2,186,0,0
怨 之恨之。復讚云。心有也。曠劫而滯凡夫。,4,世间自然的法则 春花秋月是季节的美景 地水火风是宇宙的条件 江湖河海是大地的活力 人我是非是社会的现象 喜怒哀乐是感受的表情 悲欢离合是自然的状况 老病死生是生命的循环 善恶报应是因果的法则 贫富贵贱是人生的际遇 福禄寿喜是生存的愿望 功成名就是勤奋的成绩 瞋恨嫉妒是情绪的恶习 忠孝仁爱是伦理的要素 成住坏空是事物的无常 礼义廉耻是做人的根本 悲智愿行是修行的纲目 忍辱持戒是自我的要求 信解行证是行者的次第 惭愧忏悔是内心的净化 慈悲喜舍是菩萨的心肠,0,0,2,227,0,0
怨 之恨之。復讚云。心有也。曠劫而滯凡夫。,5,一日之計在於晨 一生之計在於勤 一事之計在於明 一家之計在於和,0,0,2,30,0,0
怨 之恨之。復讚云。心有也。曠劫而滯凡夫。,6,佛光會員信條 1.我們禮敬常住三寶，正法永存佛光普照； 2.我們信仰人間佛教，生活美滿家庭幸福； 3.我們實踐生活修行，隨時隨地心存恭敬； 4.我們奉行慈悲喜捨，日日行善端正身心； 5.我們尊重會員大眾，來時歡迎去時相送； 6.我們具有正知正見，發掘自我般若本性； 7.我們現證法喜安樂，永斷煩惱遠離無明； 8.我們發願普度眾生，人間淨土佛國現前。,0,0,2,174,0,0
怨 之恨之。復讚云。心有也。曠劫而滯凡夫。,7,人生二十最 人生最大的敵人是自己 人生最大的毛病是自私 人生最大的悲哀是無知 人生最大的錯誤是邪見 人生最大的失敗是驕慢 人生最大的煩惱是欲望 人生最大的無明是怨尤 人生最大的過失是侵犯 人生最大的困擾是是非 人生最大的美德是慈悲 人生最大的勇氣是認錯 人生最大的能源是信仰 人生最大的擁有是感恩 人生最大的修養是寬容 人生最大的本錢是尊嚴 人生最大的歡喜是法樂 人生最大的發心是利眾 人生最大的富有是滿足 人生最大的希望是平安 人生最大的收穫是圓滿,0,0,2,225,0,0
怨 之恨之。復讚云。心有也。曠劫而滯凡夫。,8,六根妙用 眼中慈悲人緣好 耳裏善听人增慧  鼻內清爽人健康 口舌讚美人歡喜 身做好事人有益 心性有佛人成道,0,0,2,53,0,0
怨 之恨之。復讚云。心有也。曠劫而滯凡夫。,9,終天之恨,0,0,2,19,0,0
怨 之恨之。復讚云。心有也。曠劫而滯凡夫。,10,內心可成瞋恨的黑洞 內心可成焚燒的火窟 內心可成煩惱的牢籠 內心可成毀滅的原由 內心可成勵志的力量 內心可成光明的天地 內心可成喜捨的樂園 內心可成佛國的通道,0,0,2,79,0,0
心無也。剎那而登妙覺。,1,食存五观; 1. 计功多少，量彼来处。 2. 忖己德行，全缺应供。3. 防心离过，不生瞋爱。 4. 正事良药，为疗形枯。5. 为成道业，应受此食。,0,0,2,73,0,0
心無也。剎那而登妙覺。,2,能者十無 1. 從善如流 賢者無惱 2. 思想細密 智者無憂 3. 正直無私 勇者無懼 4. 樂於工作 勤者無惰 5. 人我來往 誠者無欺 6. 解衣推食 義者無悔 7. 敬重父母 孝者無違 8. 給人方便 善者無礙 9. 一心學佛 信者無妄 10. 慈悲待人 仁者無敵,0,0,2,135,0,0
心無也。剎那而登妙覺。,3,譬喻问号(三) 静默似雷声， 大声小声？ 无明似乌云， 是耶否耶？ 妄语似汙垢， 净乎秽乎？ 业力似影子， 随也离也？ 人死似搬家， 此处彼处？ 杀人似杀己， 是也不是？ 忧虑似盗贼， 是偷是抢？ 烦恼似尘劳， 陈乎留乎？ 内心似田地， 种草种谷？ 信仰似宝藏， 要与不要？,0,0,2,137,0,0
心無也。剎那而登妙覺。,4,譬喻問號(三) 靜默似雷聲， 大聲小聲？ 無明似烏雲， 是耶否耶？ 妄語似汙垢， 淨乎穢乎？ 業力似影子， 隨也離也？ 人死似搬家， 此處彼處？ 殺人似殺己， 是也不是？ 憂慮似盜賊， 是偷是搶？ 煩惱似塵勞， 陳乎留乎？ 內心似田地， 種草種穀？ 信仰似寶藏， 要與不要？,0,0,3,137,0,0
心無也。剎那而登妙覺。,5,以無盡燈傳承後代 以自性佛覺悟心性 以三法印印證佛法 以四聖諦統攝信心 以五乘法貫穿佛法 以六度門進入佛國 以七覺支開展智慧 以八正道圓滿修證,0,0,2,70,0,0
心無也。剎那而登妙覺。,6,捨無量心,0,0,2,10,0,0
心無也。剎那而登妙覺。,7,心源無風雨 古人惜寸陰,0,0,2,10,0,0
心無也。剎那而登妙覺。,8,人生諸苦 慳貪之人伶仃孤苦  揮霍之人求不得苦  懶惰之人千辛萬苦 矯情之人嘴甜心苦 麻木之人不知甘苦 執著之人放不下苦 瞋恨之人怨憎會苦 五逆之人倒懸悲苦  風塵之人內心痛苦 流浪之人顛波淚苦 邊疆之人窮困辛苦 軍中之人戰鬥累苦 病亡之人愛別離苦 乞討之人淒涼哀苦 創業之人備嘗辛苦  發心之人不辭勞苦 養育之人含辛茹苦 情義之人同甘共苦 勤奮之人不以為苦  慈悲之人喜樂拔苦  喜捨之人濟貧救苦  積善之人無有眾苦,0,0,2,209,0,0
心無也。剎那而登妙覺。,9,捫心無愧,0,0,2,11,0,0
心無也。剎那而登妙覺。,10,有口無心,0,0,2,11,0,0
蹉過也不知,1,過意不去,0,0,2,5,0,0
蹉過也不知,2,不知痛癢,0,0,2,5,0,0
蹉過也不知,3,不過,0,0,2,4,0,0
蹉過也不知,4,不知羞耻,0,0,2,5,0,0
蹉過也不知,5,飽漢不知餓漢飢,0,0,2,7,0,0
蹉過也不知,6,同品一分轉異品遍轉不定過,0,0,2,12,0,0
蹉過也不知,7,明月當空春風過 青山不動白雲飛,0,0,2,15,0,0
蹉過也不知,8,譬喻問號(一) 黃金似蛇蠍， 有毒無毒？ 惡口似糞坑， 是香是臭？ 冷淡似寒冰， 是涼是熱？ 瞋恚似烈火， 可怕不怕？ 信心似禾苗， 是長是消？ 罪惡似臭水， 難聞好聞？ 正見似盔甲， 是安不安？ 懺悔似淨水， 是清是染？ 忍辱似盾牌， 有用無用？ 知足似樂園， 好看難看？,0,0,2,137,0,0
蹉過也不知,9,過猶不及,0,0,2,5,0,0
蹉過也不知,10,不知凡幾,0,0,2,5,0,0
昇華心靈,1,淨蓮華,0,0,1,4,0,0
昇華心靈,2,靈武窯,0,0,1,4,0,0
昇華心靈,3,觀晚霞悟知無常 因為夕陽近黃昏 觀白雲悟知舒卷 因為雲出岫無心 觀山岳悟知靈奇 因為遠眺山無色 觀海洋悟知浩瀚 因為海水碧連天,0,0,2,63,0,0
昇華心靈,4,金剛頂降三世大儀軌法王教中觀自在菩薩心真言一切如來蓮華大曼荼羅品,0,0,2,32,0,0
昇華心靈,5,心美如華,0,0,2,4,0,0
昇華心靈,6,心美如華　人正似松,0,0,2,9,0,0
昇華心靈,7,華嚴經：對自己要能不忘初心 維摩經：對國家要做不請之友 八大人覺經：對朋友要肯不念舊惡 大乘起信論：對社會要懂不變隨緣,0,0,2,59,0,0
昇華心靈,8,齐心协力,0,0,1,4,0,0
昇華心靈,9,狗咬呂洞賓，不識好人心,0,0,1,11,0,0
昇華心靈,10,心靈加油站,0,0,2,5,0,0
廓然無聖,1,悟本性無非佛性 了凡心即是聖心,0,0,2,15,0,0
廓然無聖,2,金剛手光明灌頂經最勝立印聖無動尊大威怒王念誦儀軌法品,0,0,2,26,0,0
廓然無聖,3,索然無味,0,0,2,2,0,0
廓然無聖,4,蕩然無存,0,0,2,2,0,0
廓然無聖,5,無分別智,0,0,1,4,0,0
廓然無聖,6,無名英雄,0,0,1,4,0,0
廓然無聖,7,佛說大乘聖無量壽決定光明王如來陀羅尼經,0,0,2,19,0,0
廓然無聖,8,世間自然的法則 春花秋月是季節的美景 地水火風是宇宙的條件 江湖河海是大地的活力 人我是非是社會的現象 喜怒哀樂是感受的表情 悲歡離合是自然的狀況 老病死生是生命的循環 善惡報應是因果的法則 貧富貴賤是人生的際遇 福祿壽喜是生存的願望 功成名就是勤奮的成績 瞋恨嫉妒是情緒的惡習 忠孝仁愛是倫理的要素 成住壞空是事物的無常 禮義廉恥是做人的根本 悲智願行是修行的綱目 忍辱持戒是自我的要求 信解行證是行者的次第 慚愧懺悔是內心的淨化 慈悲喜捨是菩薩的心腸,0,0,2,227,0,0
廓然無聖,9,三界無法,0,0,1,3,0,0
廓然無聖,10,聖無動尊一字出生八大童子祕要法品,0,0,2,16,0,0
心靈的窗,1,心的功用 闹时练心安静自在 独时慎心不可妄为 乱时定心集中精神 怒时忍心没有差错 伤时疗心恢复健康 劳时专心工作易成 苦时转心化苦为乐 错时改心必能成功 迷时悟心回归正道 妄时真心迷途知返 静时养心禅修增上 坐时观心能知得失 立时守心思前想后 行时小心安全第一 言时留心说话谨慎 学时省心容易成就 动时稳心不会冒失 做时用心易达目标 富时舍心推己及人 睡时放心身心安然,0,0,2,183,0,0
心靈的窗,2,心二十 心光則明 心明則淨 心淨則清 心空則有 心正則定 心定則安 心慧則圓 心圓則滿 心悅則喜 心公則平 心寬則容 心融則和 心和則誠 心平則靜 心大則廣 心廣則開 心好則美 心慧則巧 心慈則善 心誠則靈,0,0,2,102,0,0
心靈的窗,3,心靈上,0,0,2,2,0,0
心靈的窗,4,當代人心的思路,0,0,2,7,0,0
心靈的窗,5,淨化心靈三好運動園遊會,0,0,2,11,0,0
心靈的窗,6,星云法语 2 修道者的心,0,0,2,12,0,0
心靈的窗,7,佛光山的性格 1.人间的喜乐性格 2.大众的融和性格 3.艺文的教化性格 4.菩萨的发心性格 5.慈悲的根本性格 6.方便的行事性格 7.国际的共尊性格 8.普世的平等性格,0,0,2,86,0,0
心靈的窗,8,佛教對身心疾病的看法,0,0,2,10,0,0
心靈的窗,9,赞美的语言好似香水 劝诫的开示好比甘露 善美的歌曲扣人心弦 励志的文章让人上进 滴水的功用生长万物 和风的吹拂清凉人心 洪钟的鸣声惊醒迷梦 冬日的太阳温暖人间,0,0,2,78,0,0
心靈的窗,10,佛光山的性格 1.人間的喜樂性格 2.大眾的融和性格 3.藝文的教化性格 4.菩薩的發心性格 5.慈悲的根本性格 6.方便的行事性格 7.國際的共尊性格 8.普世的平等性格,0,0,2,86,0,0
一人極鄙吝，每吃，於空盤中寫一鮓字，叫聲鮓字，食飯一口。其弟語吃(音吉，言謇也)，連叫鮓鮓鮓。其兄大怒曰：「你休得吃哮了，連累我使錢買藥。,1,不聽老人言，吃虧在眼前,0,0,3,68,0,0
一人極鄙吝，每吃，於空盤中寫一鮓字，叫聲鮓字，食飯一口。其弟語吃(音吉，言謇也)，連叫鮓鮓鮓。其兄大怒曰：「你休得吃哮了，連累我使錢買藥。,2,吃得苦中苦，方為人上人,0,0,3,68,0,0
一人極鄙吝，每吃，於空盤中寫一鮓字，叫聲鮓字，食飯一口。其弟語吃(音吉，言謇也)，連叫鮓鮓鮓。其兄大怒曰：「你休得吃哮了，連累我使錢買藥。,3,不听老人言，吃亏在眼前,0,0,3,68,0,0
一人極鄙吝，每吃，於空盤中寫一鮓字，叫聲鮓字，食飯一口。其弟語吃(音吉，言謇也)，連叫鮓鮓鮓。其兄大怒曰：「你休得吃哮了，連累我使錢買藥。,4,救人一命勝造七級浮屠,0,0,2,68,0,0
一人極鄙吝，每吃，於空盤中寫一鮓字，叫聲鮓字，食飯一口。其弟語吃(音吉，言謇也)，連叫鮓鮓鮓。其兄大怒曰：「你休得吃哮了，連累我使錢買藥。,5,若要人不知，除非己莫為,0,0,2,68,0,0
一人極鄙吝，每吃，於空盤中寫一鮓字，叫聲鮓字，食飯一口。其弟語吃(音吉，言謇也)，連叫鮓鮓鮓。其兄大怒曰：「你休得吃哮了，連累我使錢買藥。,6,人外有人，天外有天,0,0,2,69,0,0
一人極鄙吝，每吃，於空盤中寫一鮓字，叫聲鮓字，食飯一口。其弟語吃(音吉，言謇也)，連叫鮓鮓鮓。其兄大怒曰：「你休得吃哮了，連累我使錢買藥。,7,吃人家的嘴軟，拿人家的手短,0,0,3,68,0,0
一人極鄙吝，每吃，於空盤中寫一鮓字，叫聲鮓字，食飯一口。其弟語吃(音吉，言謇也)，連叫鮓鮓鮓。其兄大怒曰：「你休得吃哮了，連累我使錢買藥。,8,吃人家的嘴软，拿人家的手短,0,0,3,68,0,0
一人極鄙吝，每吃，於空盤中寫一鮓字，叫聲鮓字，食飯一口。其弟語吃(音吉，言謇也)，連叫鮓鮓鮓。其兄大怒曰：「你休得吃哮了，連累我使錢買藥。,9,每個人,0,0,2,69,0,0
一人極鄙吝，每吃，於空盤中寫一鮓字，叫聲鮓字，食飯一口。其弟語吃(音吉，言謇也)，連叫鮓鮓鮓。其兄大怒曰：「你休得吃哮了，連累我使錢買藥。,10,1. 佛光人以佛法為重，以世法為輕 2. 佛光人以道情為重，以俗情為輕 3. 佛光人以實踐為重，以空談為輕 4. 佛光人以是非為重，以利害為輕,0,0,2,71,0,0
一葦渡江,1,葦鵐,0,0,1,4,0,0
一葦渡江,2,渡江,0,0,2,4,1,1
一葦渡江,3,救人一命勝造七級浮屠,0,0,1,10,0,0
一葦渡江,4,不顧一切,0,0,1,4,0,0
一葦渡江,5,佛说施一切无畏陀罗尼经,0,0,1,11,0,0
一葦渡江,6,天下第一,0,0,1,4,0,0
一葦渡江,7,武江區,0,0,1,4,0,0
一葦渡江,8,一识,0,0,1,3,0,0
一葦渡江,9,高人一等,0,0,1,4,0,0
一葦渡江,10,賢聖集伽陀一百頌,0,0,1,8,0,0
覺擦,1,覺鑁,0,0,1,1,0,0
覺擦,2,八大人覺,0,0,1,4,0,0
覺擦,3,浊声门擦音,0,0,1,5,0,0
覺擦,4,濁小舌擦音,0,0,1,5,0,0
覺擦,5,擦亮,0,0,1,2,0,0
覺擦,6,清淨覺地,0,0,1,4,0,0
覺擦,7,嘉真覺禪師證道歌,0,0,1,8,0,0
覺擦,8,頓覺,0,0,1,2,0,0
覺擦,9,知覺力,0,0,1,3,0,0
覺擦,10,自覺,0,0,1,2,0,0
一葦渡江,1,一花一界　一葉一如,0,0,1,8,0,0
一葦渡江,2,根本说一切有部苾刍尼毘奈耶,0,0,1,13,0,0
一葦渡江,3,一切有情,0,0,1,3,0,0
一葦渡江,4,星雲大師的一生,0,0,1,7,0,0
一葦渡江,5,月出滿地水 雲起一天山,0,0,1,11,0,0
一葦渡江,6,遍观一切色身想观,0,0,1,8,0,0
一葦渡江,7,聖八千頌般若一百八名經,0,0,1,11,0,0
一葦渡江,8,问一声您今哪里去 望三思何日君再来,0,0,1,17,0,0
一葦渡江,9,千山同一月 万户尽皆春,0,0,1,11,0,0
一葦渡江,10,华严一乘法界图,0,0,1,7,0,0
一葦渡江,1,八風吹不動，一屁打過江,0,0,2,11,0,0
一葦渡江,2,江湖一點訣,0,0,2,5,0,0
一葦渡江,3,一实真如,0,0,1,3,0,0
一葦渡江,4,环江,0,0,1,4,0,0
一葦渡江,5,佛說一切如來烏瑟膩沙最勝總持經,0,0,1,15,0,0
一葦渡江,6,一次能源,0,0,1,3,0,0
一葦渡江,7,反正一樣,0,0,1,4,0,0
一葦渡江,8,統一體,0,0,1,4,0,0
一葦渡江,9,一粒老鼠屎壞了一鍋粥,0,0,1,9,0,0
一葦渡江,10,一般化,0,0,1,3,0,0
雪竇於他初句下,1,阿那他賓低,0,0,1,7,0,0
雪竇於他初句下,2,承下尘,0,0,1,7,0,0
雪竇於他初句下,3,活下,0,0,1,7,0,0
雪竇於他初句下,4,下次,0,0,1,7,0,0
雪竇於他初句下,5,不耻下问,0,0,1,7,0,0
雪竇於他初句下,6,初級中學,0,0,1,7,0,0
雪竇於他初句下,7,灶下婢,0,0,1,7,0,0
雪竇於他初句下,8,薩他泥濕伐羅,0,0,1,7,0,0
雪竇於他初句下,9,字斟句酌,0,0,1,7,0,0
雪竇於他初句下,10,锦上添花天下有 雪中送炭世间少,0,0,2,15,0,0
不妨奇特,1,无奇不有,0,0,2,4,0,0
不妨奇特,2,因緣果報，絲毫不爽,0,0,1,9,0,0
