Query,Rank,Term,Pinyin Match,In Notes,Unigram Count,Hamming,Is Substring,Is Relevant
碧巖集之成毀孰是乎,3,積非成是,0,0,2,9,0,0
齴齲來東單傳心印,1,簡單郵件傳送協議,0,0,2,8,0,0
齴齲來東單傳心印,2,一切如来正法秘密箧印心陀罗尼经,0,0,2,15,0,0
齴齲來東單傳心印,3,心血來潮,0,0,2,7,0,0
而血脈歸空諸論,1,一扫而空,0,0,2,7,0,0
而血脈歸空諸論,2,坐而論道,0,0,2,7,0,0
而血脈歸空諸論,3,降血钙素,0,0,1,6,0,0
果誰為之哉,1,黃果樹瀑布,0,0,1,5,0,0
果誰為之哉,2,四果向,0,0,1,5,0,0
果誰為之哉,3,見無相之相 論不空為空,0,0,2,10,0,0
古謂不在文字不離文字者,1,文字檔,0,0,2,11,0,0
古謂不在文字不離文字者,2,中华古今人文协会,0,0,2,11,0,0
古謂不在文字不離文字者,3,人心不古,0,0,2,10,0,0
拈花微笑以來,2,一切如來大祕密王未曾有最上微妙大曼拏羅經,0,0,2,20,0,0
拈花微笑以來,3,水向石邊流出冷 風從花裏過來香,0,0,2,15,0,0
拈花微笑以來,4,譬喻問號(二) 智慧似海洋， 深乎淺乎？ 戒律似老師， 是正是邪？ 布施似耕耘， 有收無收？ 供養似奉獻， 真心假意？ 美女似春花， 是久是暫？ 欲望似饑渴， 太多太少？ 語言似冬陽， 炙乎暖乎？ 笑容似春風， 是真是假？ 時間似車輪， 該快該慢？ 精進似電力， 是動是停？,0,0,2,137,0,0
門竿倒却之後,1,顛之倒之,0,0,2,5,0,0
門竿倒却之後,2,人生诸苦 悭贪之人伶仃孤苦  挥霍之人求不得苦  懒惰之人千辛万苦 矫情之人嘴甜心苦 麻木之人不知甘苦 执着之人放不下苦 瞋恨之人怨憎会苦 五逆之人倒悬悲苦  风尘之人内心痛苦 流浪之人颠波泪苦 边疆之人穷困辛苦 军中之人战斗累苦 病亡之人爱别离苦 乞讨之人淒凉哀苦 创业之人备尝辛苦  发心之人不辞劳苦 养育之人含辛茹苦 情义之人同甘共苦 勤奋之人不以为苦  慈悲之人喜乐拔苦  喜舍之人济贫救苦  积善之人无有众苦,0,0,2,209,0,0
門竿倒却之後,3,颠之倒之,0,0,2,5,0,0
才涉言句,1,句義,0,0,1,4,0,0
才涉言句,2,可擴展風格語言,0,0,1,7,0,0
才涉言句,3,连动句,0,0,1,4,0,0
甞謂祖教之書,1,佛光教科書 9：佛教問題探討,0,0,2,14,0,0
甞謂祖教之書,2,佛教叢書 8：教用,0,0,2,9,0,0
甞謂祖教之書,3,大日本佛教全書,0,0,2,7,0,0
謂之公案者,1,公之于众,0,0,2,4,0,0
謂之公案者,2,眾矢之的,0,0,1,5,0,0
謂之公案者,3,知之者勝,0,0,2,4,0,0
倡於唐而盛於宋,1,唐宋,0,0,2,7,0,0
倡於唐而盛於宋,2,盛唐,0,0,2,7,0,0
倡於唐而盛於宋,3,急於星火,0,0,1,6,0,0
定槃之星難明,1,星星之火，可以燎原,0,0,2,8,0,0
定槃之星難明,2,后见之明,0,0,2,5,0,0
定槃之星難明,3,明智之举,0,0,2,5,0,0
野狐之趣易墮,6,野狐禅,0,0,2,4,0,1
一呵一喝,1,呵喝,0,0,2,4,0,1
如老吏據獄讞罪,1,林如海,0,0,1,7,0,0
如老吏據獄讞罪,2,如來藏,0,0,1,6,0,0
如老吏據獄讞罪,3,爱民如子,0,0,1,7,0,0
底裏悉見,1,見縫插針,0,0,1,4,0,0
底裏悉見,2,薩婆阿私底婆地,0,0,1,7,0,0
底裏悉見,3,斷見,0,0,1,4,0,0
情欵不遺一也,1,随一不成过,0,0,2,5,0,0
情欵不遺一也,2,无一不精,0,0,2,5,0,0
情欵不遺一也,3,来而不往非礼也,0,0,2,6,0,0
其次則嶺南初來,1,法界次第初門,0,0,2,7,0,0
其次則嶺南初來,2,既來之，則安之,0,0,2,7,0,0
西江未吸,8,未曾有因緣經,0,0,1,6,0,0
西江未吸,9,江西省,0,0,2,4,0,0
西江未吸,10,廬山西寺,0,0,1,4,0,0
指海之針必南,1,海南島,0,0,2,6,0,0
指海之針必南,3,指南車,0,0,2,5,0,0
指海之針必南,4,南海子,0,0,2,5,0,0
一棒一痕要令證悟,1,圣无动尊一字出生八大童子秘要法品,0,0,2,16,0,0
一棒一痕要令證悟,2,第一要诀,0,0,2,8,0,0
一棒一痕要令證悟,3,賢聖集伽陀一百頌,0,0,1,8,0,0
始有言句,1,原始佛教时期,0,0,1,6,0,0
始有言句,2,1. 有用的一句话 胜过千言万语 2. 有用的一个人 胜过千军万马 3. 有用的一件事 胜过千金万两 4. 有用的一分钟 胜过千年万古,0,0,3,67,0,0
豈步亦步,1,步月,0,0,1,4,0,0
豈步亦步,2,开步,0,0,1,3,0,0
豈步亦步,3,一步登天,0,0,1,3,0,0
知此則二老之心皆是矣,4,誅心之論,0,0,2,10,0,0
知此則二老之心皆是矣,5,四海之内皆兄弟,0,0,2,10,0,0
圜悟顧子念孫之心多,1,婆罗门子命终爱念不离经,0,0,2,10,0,0
圜悟顧子念孫之心多,2,法门不从心外觅 悟道但向性裏参,0,0,2,15,0,0
圜悟顧子念孫之心多,8,圜悟佛果禅师语录,0,0,2,7,0,0
故重拈雪竇頌,1,重新評價,0,0,1,6,0,0
故重拈雪竇頌,2,重编,0,0,1,6,0,0
故重拈雪竇頌,3,多重結局,0,0,1,5,0,0
故立毀碧巖集,1,圜悟碧集集,0,0,2,6,0,1
釋氏說一大藏經,1,大毘盧舍那成佛神變加持經蓮華胎藏悲生曼荼羅廣大成就儀軌,0,0,3,27,0,0
釋氏說一大藏經,2,佛光大藏經·淨土藏,0,0,3,9,0,0
釋氏說一大藏經,3,佛光大藏經·圖像藏,0,0,3,9,0,0
末後乃謂,1,略明般若末後一頌讚述,0,0,2,10,0,0
末後乃謂,2,承前啟後,0,0,1,4,0,0
末後乃謂,3,後藤,0,0,1,4,0,0
豈欺我哉圜悟之心,4,萬里江山觀人我 四季日月悟自心,0,0,3,15,0,0
豈欺我哉圜悟之心,5,以小人之心，度君子之腹,0,0,2,11,0,0
豈欺我哉圜悟之心,6,观境明自性 养道悟禅心,0,0,2,11,0,0
釋氏說經之心也,1,佛說黑氏梵志經,0,0,3,7,0,0
釋氏說經之心也,2,佛說發菩提心破諸魔經,0,0,3,9,0,0
釋氏說經之心也,3,佛說聖觀自在菩薩不空王祕密心陀羅尼經,0,0,3,18,0,0
復鏤梓,1,復議,0,0,1,2,0,0
復鏤梓,2,光復鄉,0,0,1,3,0,0
復鏤梓,3,恢復期,0,0,1,3,0,0
所關甚重,1,至關重要,0,0,2,3,0,0
所關甚重,2,若要身體好 不要吃太飽 若要人緣佳 誠懇莫驕傲 若要家庭和 關懷最重要 若要事業興 勤勞去創造,0,0,2,47,0,0
陳機境,1,話不投機,0,0,1,4,0,0
陳機境,2,环境影响评估,0,0,1,6,0,0
陳機境,3,漏洩天機,0,0,1,4,0,0
初何以異,1,何以言之,0,0,2,4,0,0
初何以異,2,缘生初胜分法本经,0,0,1,8,0,0
初何以異,3,何尝不是,0,0,1,4,0,0
祖師所以立為公案,1,古聖賢修身做起 大英雄立功為先,0,0,2,15,0,0
祖師所以立為公案,2,六祖大師法寶壇經,0,0,2,8,0,0
祖師所以立為公案,3,開山祖師,0,0,2,8,0,0
同教,1,政教,0,0,1,1,0,0
同教,2,同類相呼,0,0,1,3,0,0
同教,3,密教,0,0,1,1,0,0
點盡鬼神,1,装神弄鬼,0,0,2,4,0,1
點盡鬼神,4,天地鬼神,0,0,2,2,0,1
點盡鬼神,5,神職,0,0,1,4,0,0
點盡鬼神,9,天龍鬼神,0,0,2,2,0,1
點盡鬼神,10,鬼使神差,0,0,2,4,0,0
猶不離簿,3,兩俱不成,0,0,1,4,0,0
猶不離簿,4,婆羅門子命終愛念不離經,0,0,2,11,0,0
猶不離簿,5,過猶不及,0,0,2,4,0,0
劍去矣而舟猶刻,1,愛之而弗仁,0,0,1,7,0,0
劍去矣而舟猶刻,2,刻舟求剑,0,0,2,7,0,0
劍去矣而舟猶刻,3,拂袖而去,0,0,2,7,0,0
滿肚葛藤,1,把心放在肚子裡,0,0,1,7,0,0
滿肚葛藤,2,直腸直肚,0,0,1,4,0,0
滿肚葛藤,3,滿孝,0,0,1,3,0,0
能問千轉,1,轉差,0,0,1,4,0,0
能問千轉,2,千足虫,0,0,1,4,0,0
能問千轉,3,难能可贵,0,0,1,4,0,0
能問千轉,4,推問,0,0,1,3,0,0
能問千轉,5,山不轉水轉,0,0,1,5,0,0
能問千轉,10,心能轉境,0,0,2,4,0,0
其於生死大事,5,置之死地而后生,0,0,2,7,0,0
其於生死大事,6,四大鬚生,0,0,2,6,0,0
其於生死大事,7,生死的忧虑,0,0,2,6,0,0
於是有禪宗頌古行世,1,法眼禪師宗門十規論,0,0,2,8,0,0
於是有禪宗頌古行世,2,一行禪師,0,0,2,9,0,0
於是有禪宗頌古行世,3,海东有本现行录,0,0,2,8,0,0
於是有禪宗頌古行世,10,溪聲畢竟無古今 山色何曾有是非,0,0,3,15,0,0
其徒有翻案法,1,權利法案,0,0,2,6,0,0
其徒有翻案法,2,未曾有法经,0,0,2,5,0,0
其徒有翻案法,3,一切有为法,0,0,2,5,0,0
然所謂第一義,1,理所當然,0,0,2,5,0,0
然所謂第一義,2,第一桶金,0,0,2,6,0,0
然所謂第一義,9,第一義空,0,0,3,6,0,0
然所謂第一義,10,一然,0,0,2,6,0,0
大慧已一炬丙之矣,1,付之一炬,0,0,3,8,0,0
大慧已一炬丙之矣,2,大慧普覺禪師宗門武庫,0,0,2,8,0,0
嵎中張煒明遠,1,明目張膽,0,0,2,5,0,0
嵎中張煒明遠,2,中原音韵,0,0,1,6,0,0
嵎中張煒明遠,3,盒中袋,0,0,1,5,0,0
嵎中張煒明遠,4,蔣中正,0,0,1,5,0,0
自四十二章經入中國,1,大方廣佛華嚴經入法界品四十二字觀門,0,0,5,17,0,0
自達磨至六祖傳衣,1,傳達,0,0,2,7,0,0
自達磨至六祖傳衣,2,入阿毘達磨論,0,0,2,8,0,0
若見水即海,5,临海水土志,0,0,2,4,0,0
若見水即海,6,東海若,0,0,2,5,0,0
若見水即海,7,行人看見東西水 佛祖已傳南北宗,0,0,2,15,0,0
若見水即海,8,觀海知水深 登山覺地廣,0,0,2,11,0,0
而圜悟又將為之去粘解縛矣,1,合而為一,0,0,2,12,0,0
而圜悟又將為之去粘解縛矣,2,去取之间,0,0,2,12,0,0
而圜悟又將為之去粘解縛矣,3,怒而挠之,0,0,2,12,0,0
而圜悟又將為之去粘解縛矣,4,怒而撓之,0,0,2,12,0,0
盡力高聲喚不譍,1,高低不就,0,0,2,7,0,0
盡力高聲喚不譍,2,心有餘而力不足,0,0,2,6,0,0
盡力高聲喚不譍,3,禪定力不可思議,0,0,2,7,0,0
胡可勝言,1,言不可傳,0,0,2,4,0,1
胡可勝言,2,佛頂尊勝陀羅尼真言,0,0,2,9,0,0
胡可勝言,3,滿口胡言,0,0,2,3,0,0
胡可勝言,4,离言真如,0,0,1,4,0,0
胡可勝言,5,不可勝數,0,0,2,2,0,0
禍兮福所倚,1,保福清豁,0,0,1,5,0,0
禍兮福所倚,2,福伽罗,0,0,1,5,0,0
禍兮福所倚,3,任所,0,0,1,5,0,0
憂喜聚門,1,大喜過望,0,0,1,3,0,0
憂喜聚門,2,門柱,0,0,1,4,0,0
憂喜聚門,3,聚會,0,0,1,4,0,0
憂喜聚門,4,雲門日日是好日,0,0,1,7,0,0
吉凶同域,1,凶嫌,0,0,1,4,0,0
吉凶同域,2,同卵雙胞胎,0,0,1,5,0,0
吉凶同域,3,占候吉凶,0,0,2,4,0,0
吉凶同域,4,趋吉避凶,0,0,2,4,0,0
彼吳彊大,1,大集譬喻王经,0,0,1,6,0,0
彼吳彊大,2,天文学大成,0,0,1,4,0,0
彼吳彊大,3,三官大帝,0,0,1,4,0,0
夫差以敗,1,无言以对,0,0,1,3,0,0
夫差以敗,2,巴以,0,0,1,4,0,0
夫差以敗,3,难以应付,0,0,1,4,0,0
夫差以敗,4,潛夫論,0,0,1,4,0,0
越棲會稽,1,會黨,0,0,1,4,0,0
越棲會稽,2,五環會徽,0,0,1,3,0,0
越棲會稽,3,佛會,0,0,1,4,0,0
句踐霸世,1,紧缩句,0,0,1,4,0,0
句踐霸世,2,大正句王經,0,0,1,5,0,0
句踐霸世,3,詞句,0,0,1,4,0,0
句踐霸世,4,厌世,0,0,1,4,0,0
斯游遂成,1,成年,0,0,1,4,0,0
斯游遂成,2,成辦諸事真言,0,0,1,6,0,0
斯游遂成,3,看成,0,0,1,4,0,0
斯游遂成,4,歇洛克・福尔摩斯,0,0,1,8,0,0
卒被五刑,1,初五,0,0,1,4,0,0
卒被五刑,2,五人墓碑記,0,0,1,5,0,0
卒被五刑,4,五角大樓,0,0,1,4,0,0
卒被五刑,5,五恐怖世经,0,0,1,5,0,0
傅說胥靡,1,佛說隨求即得大自在陀羅尼神呪經,0,0,1,14,0,0
傅說胥靡,2,說假部,0,0,1,4,0,0
傅說胥靡,3,佛說彌勒來時經,0,0,1,6,0,0
傅說胥靡,4,佛說龍施菩薩本起經,0,0,1,8,0,0
乃相武丁,1,有無相通,0,0,1,4,0,0
乃相武丁,2,马丁炉,0,0,1,4,0,0
乃相武丁,3,起业相,0,0,1,4,0,0
乃相武丁,4,查士丁尼,0,0,1,4,0,0
夫禍之與福,1,因禍得福,0,0,2,4,0,1
夫禍之與福,2,揮之不去,0,0,1,5,0,0
夫禍之與福,3,山谦之,0,0,1,4,0,0
夫禍之與福,4,告之,0,0,1,5,0,0
禍之與福,1,山谦之,0,0,1,4,0,0
禍之與福,2,贪天之功,0,0,1,4,0,0
禍之與福,3,齊人之福,0,0,2,3,0,0
禍之與福,4,禍福吉凶,0,0,2,3,0,0
何異糾纆,1,立体几何,0,0,1,4,0,0
何異糾纆,2,何鍵,0,0,1,3,0,0
何異糾纆,3,歐氏幾何學,0,0,1,5,0,0
命不可說,1,一發而不可收,0,0,2,6,0,0
命不可說,2,不可不察,0,0,2,4,0,0
命不可說,3,不可見有對色,0,0,2,6,0,0
命不可說,4,不可理喻,0,0,2,4,0,0
孰知其極,1,知识检索,0,0,1,4,0,0
孰知其極,2,極徑,0,0,1,4,0,0
孰知其極,3,知其不可而為之,0,0,2,7,0,0
水激則旱,1,水牛兒,0,0,1,3,0,0
水激則旱,2,翱翔于激水之上,0,0,2,7,0,0
水激則旱,3,水俁市,0,0,1,3,0,0
舉首奮翼,1,翼手龍,0,0,1,4,0,0
舉首奮翼,2,中國左翼作家聯盟,0,0,1,7,0,0
舉首奮翼,3,感奮,0,0,1,4,0,0
萬物變化,1,變溫動物,0,0,2,4,0,0
萬物變化,2,過氧化物,0,0,2,4,0,0
萬物變化,3,硫化物,0,0,2,4,0,0
固無休息,1,固定,0,0,1,3,0,0
固無休息,2,無價寶珠,0,0,1,4,0,0
固無休息,3,泰盧固語,0,0,1,4,0,0
形氣轉續,1,轉發,0,0,1,4,0,0
形氣轉續,2,形式主义,0,0,1,3,0,0
形氣轉續,3,再轉復,0,0,1,4,0,0
變化而嬗,1,佛說大乘善見變化文殊師利問法經,0,0,2,15,0,0
變化而嬗,2,聯合國氣候變化框架公約,0,0,2,11,0,0
沕穆無窮,1,無相大乘宗,0,0,1,5,0,0
沕穆無窮,2,穆黑,0,0,1,4,0,0
沕穆無窮,3,窮在鬧市無人問，富在深山有遠親,0,0,2,15,0,0
南泉斬猫,3,南州乡,0,0,1,3,0,0
南泉斬猫,4,南苏丹,0,0,1,3,0,0
南泉斬猫,5,南陽,0,0,1,3,0,0
南泉問趙州,3,南泉斩猫,0,0,2,3,0,1
南泉問趙州,4,南達科他州,0,0,2,3,0,0
南泉問趙州,5,南州乡,0,0,2,4,0,0
外道問佛,3,問道於盲,0,0,2,3,0,0
黃巢過後收得劍,1,黃巢,0,0,2,5,1,0
黃巢過後收得劍,2,過後,0,0,2,7,1,0
傅大士講經,3,幻士仁賢經,0,0,2,4,0,0
傅大士講經,4,居鲁士大帝,0,0,2,4,0,0
傅大士講經,5,佛教大藏經,0,0,2,4,0,0
喫飯了也未,1,我也是醉了,0,0,2,5,0,0
喫飯了也未,2,未了,0,0,2,5,0,0
喫飯了也未,3,前緣未了,0,0,2,5,0,0
雲門餬餅,3,雲門胡餅,0,0,3,1,0,1
雲門餬餅,4,雲門文偃,0,0,2,2,0,0
雲門餬餅,5,雲門匡真,0,0,2,2,0,0
十六開士於浴,1,開士,0,0,2,6,1,0
十六開士於浴,2,十六觀經,0,0,2,4,0,0
十六開士於浴,3,十六國春秋,0,0,2,4,0,0
一切聲,1,一切入,0,0,2,1,0,0
一切聲,2,一切如舊,0,0,2,2,0,0
一切聲,3,第一聲,0,0,2,2,0,0
一切聲,4,一切就緒,0,0,2,2,0,0
一切聲,5,一聲,0,0,2,2,0,0
射得麈中麈,1,射中,0,0,2,4,0,0
射得麈中麈,2,看得中,0,0,2,4,0,0
射得麈中麈,3,得中,0,0,2,5,0,0
堅固法身,4,堅固地神,0,0,2,2,0,1
堅固法身,5,堅固性,0,0,2,2,0,0
堅固法身,6,五分法身,0,0,2,2,0,0
堅固法身,7,堅固女經,0,0,2,2,0,0
古佛與露柱,1,蒙古佛教,0,0,2,5,0,0
